Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,CLTV (Predicted Thou. IDR)
8,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,24.96,0,3742.7
31,Jakarta,High End,0,0,1,0,1,0,Credit,115.245,0,6267.3
45,Jakarta,High End,0,1,1,0,0,1,Debit,124.735,0,6918.6
69,Jakarta,High End,0,1,0,1,1,1,Credit,137.02,0,7107.1
2,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.325,0,7456.8
44,Jakarta,Mid End,0,0,1,0,1,1,Pulsa,63.765,0,5083.0
39,Jakarta,Mid End,0,0,1,1,0,0,Digital Wallet,46.215,0,4877.6
72,Jakarta,Mid End,1,1,1,1,1,1,Credit,84.63,0,6459.7
13,Jakarta,High End,0,0,1,0,1,1,Pulsa,125.905,0,4027.4
51,Jakarta,Mid End,1,1,0,1,0,1,Credit,90.675,0,7316.4
71,Jakarta,High End,0,1,1,0,1,1,Pulsa,128.96,0,6436.3
56,Jakarta,High End,0,1,1,0,1,1,Pulsa,138.84,0,8009.3
1,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,66.625,0,5827.9
23,Jakarta,Mid End,1,1,0,1,0,0,Digital Wallet,75.075,0,4932.2
66,Jakarta,Mid End,0,1,1,0,1,0,Debit,92.105,0,7243.6
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.415,0,7475.0
11,Jakarta,High End,1,0,1,0,0,0,Debit,103.35,0,2961.4
52,Jakarta,High End,1,1,1,0,0,1,Debit,127.595,0,6659.9
3,Jakarta,Low End,0,0,0,0,0,0,Pulsa,26.325,0,5265.0
51,Jakarta,High End,1,1,0,0,0,0,Debit,102.895,0,8217.3
64,Jakarta,High End,0,1,1,0,0,1,Pulsa,122.525,0,7826.0
37,Jakarta,Mid End,0,0,1,0,0,1,Credit,52.26,0,7701.2
13,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.935,0,3749.2
49,Jakarta,Mid End,1,0,0,0,0,0,Pulsa,71.955,0,7281.3
45,Jakarta,High End,0,0,1,0,1,1,Debit,132.795,0,7008.3
18,Jakarta,High End,0,0,0,0,0,0,Pulsa,92.43,0,6384.3
68,Jakarta,Mid End,1,0,1,0,1,1,Debit,70.33,0,5981.3
54,Jakarta,Low End,0,0,0,0,0,0,Credit,25.545,0,7420.4
23,Jakarta,High End,0,1,1,0,0,1,Debit,114.985,0,5118.1
71,Jakarta,Mid End,1,1,1,1,0,1,Credit,104.52,0,6796.4
67,Jakarta,Low End,0,0,0,0,0,0,Debit,25.025,0,6700.2
14,Jakarta,High End,0,0,0,0,1,0,Pulsa,110.24,0,3187.6
63,Jakarta,Low End,0,0,0,0,0,0,Credit,25.35,0,5681.0
41,Jakarta,Mid End,0,0,1,1,0,1,Pulsa,89.18,0,5943.6
17,Jakarta,High End,0,0,0,0,1,1,Pulsa,120.38,0,6182.8
56,Jakarta,High End,1,0,0,0,1,1,Pulsa,130.715,0,6301.1
5,Jakarta,Low End,0,0,0,0,0,0,Credit,26.715,0,7757.1
3,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.48,0,3823.3
37,Jakarta,Mid End,1,1,1,1,0,0,Pulsa,87.685,0,6554.6
8,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,56.615,0,4245.8
63,Jakarta,High End,0,1,1,1,1,1,Credit,142.805,0,7507.5
7,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,5275.4
3,Jakarta,High End,0,1,0,0,1,1,Pulsa,124.02,0,3656.9
72,Jakarta,Low End,0,0,0,0,0,0,Debit,27.3,0,6466.2
19,Jakarta,Mid End,0,0,0,0,0,1,Pulsa,73.06,0,4399.2
59,Jakarta,Low End,0,0,0,0,0,0,Debit,23.92,0,5687.5
35,Jakarta,Low End,0,0,0,0,0,0,Pulsa,33.475,0,5452.2
14,Jakarta,Low End,0,0,0,0,0,0,Credit,25.48,0,3701.1
69,Jakarta,Low End,0,0,0,0,0,0,Credit,25.74,0,7049.9
7,Jakarta,Mid End,1,1,0,1,0,0,Pulsa,83.46,0,6650.8
69,Jakarta,Mid End,1,1,1,1,1,0,Debit,98.475,0,7590.7
72,Jakarta,Mid End,0,1,0,1,1,1,Pulsa,102.635,0,6565.0
4,Bandung,Mid End,1,0,0,0,0,0,Pulsa,65.39,0,4091.1
63,Bandung,High End,0,1,1,0,0,0,Credit,104.39,0,6704.1
72,Bandung,Low End,0,0,0,0,0,0,Debit,25.805,0,6227.0
46,Bandung,Low End,0,0,0,0,0,0,Pulsa,27.43,0,6228.3
30,Bandung,Mid End,0,0,1,0,0,0,Digital Wallet,65.0,0,6129.5
63,Bandung,High End,0,1,1,0,1,1,Debit,136.175,0,7646.6
60,Bandung,Low End,0,0,0,0,0,0,Debit,25.805,0,8076.9
25,Bandung,High End,0,0,0,1,1,0,Pulsa,111.67,0,4098.9
6,Bandung,High End,0,0,1,0,0,0,Pulsa,105.04,0,7294.3
22,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,32.825,0,4423.9
31,Bandung,Mid End,0,1,0,1,1,1,Debit,104.715,0,4538.3
39,Bandung,High End,0,0,1,1,0,0,Debit,105.95,0,2654.6
26,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,27.17,0,7663.5
12,Bandung,Mid End,1,1,0,1,0,0,Pulsa,87.425,0,5634.2
2,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.455,0,7792.2
39,Bandung,Mid End,1,0,0,1,1,0,Debit,58.565,0,5203.9
7,Bandung,Mid End,1,0,0,1,0,0,Digital Wallet,45.045,0,7794.8
4,Bandung,High End,0,0,0,0,0,0,Pulsa,90.155,0,5382.0
55,Bandung,High End,0,1,1,0,0,0,Pulsa,106.015,0,6717.1
72,Bandung,Mid End,0,1,1,0,1,1,Debit,98.02,0,5422.3
10,Bandung,Mid End,0,0,1,0,1,1,Credit,88.14,0,3521.7
11,Bandung,High End,0,1,1,1,1,1,Pulsa,144.82,0,4127.5
15,Bandung,Mid End,0,0,0,0,0,0,Pulsa,60.19,0,4033.9
23,Bandung,Low End,0,0,0,0,0,0,Debit,26.52,0,6107.4
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.065,0,5487.3
47,Bandung,High End,1,1,1,0,0,1,Pulsa,124.93,0,7530.9
15,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.545,0,6263.4
68,Bandung,Mid End,0,1,1,1,0,0,Debit,78.845,0,8343.4
21,Bandung,Mid End,0,1,1,0,0,1,Debit,93.21,0,3619.2
21,Bandung,Mid End,0,1,0,1,0,0,Digital Wallet,46.8,0,4391.4
56,Bandung,Mid End,1,0,0,0,1,0,Debit,84.76,0,6207.5
6,Bandung,Mid End,0,0,0,0,0,0,Credit,63.635,0,3979.3
65,Bandung,Mid End,0,1,1,0,1,1,Debit,69.55,0,7400.9
42,Bandung,Mid End,1,0,0,1,1,1,Credit,104.585,0,5716.1
68,Bandung,High End,1,0,1,1,1,1,Debit,141.765,0,8308.3
48,Bandung,Low End,0,0,0,0,0,0,Debit,34.19,0,2744.3
50,Bandung,High End,0,1,0,1,1,1,Pulsa,138.84,0,7469.8
7,Bandung,Mid End,0,1,1,0,1,0,Pulsa,84.435,0,5999.5
63,Bandung,Low End,0,0,0,0,0,0,Pulsa,25.155,0,5935.8
17,Bandung,Low End,0,0,0,0,0,0,Credit,27.43,0,3694.6
4,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,24.505,0,6862.7
62,Bandung,Low End,0,0,0,0,0,0,Debit,33.8,0,5895.5
2,Bandung,High End,0,0,0,0,0,0,Pulsa,91.455,0,6392.1
48,Bandung,High End,1,1,1,0,1,0,Debit,125.97,0,3396.9
27,Bandung,Low End,0,0,0,0,0,0,Debit,25.415,0,5759.0
70,Bandung,Mid End,0,1,1,1,1,1,Debit,104.52,0,8277.1
46,Bandung,High End,0,1,1,0,1,0,Pulsa,123.045,0,5356.0
69,Bandung,High End,0,1,1,0,1,0,Credit,124.475,0,7229.3
65,Bandung,Low End,0,0,0,0,0,0,Credit,25.415,0,5601.7
72,Bandung,High End,1,0,1,1,1,1,Credit,135.33,0,6619.6
17,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.13,0,2840.5
51,Bandung,High End,1,0,1,1,1,1,Pulsa,145.015,0,5268.9
51,Bandung,Mid End,1,1,0,1,0,0,Credit,78.65,0,6492.2
72,Bandung,Mid End,1,1,1,1,1,1,Debit,118.235,0,7918.3
34,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.61,0,5376.8
67,Bandung,Mid End,1,1,0,1,0,1,Debit,66.235,0,8313.5
49,Bandung,Low End,0,0,0,0,0,0,Debit,26.065,0,7252.7
53,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.22,0,5846.1
27,Bandung,Mid End,0,0,1,1,0,0,Pulsa,77.285,0,6263.4
69,Bandung,Mid End,1,1,1,1,0,1,Credit,105.95,0,6871.8
2,Bandung,Mid End,0,0,0,1,0,0,Debit,37.765,0,6497.4
46,Bandung,Mid End,1,1,0,1,0,1,Digital Wallet,91.78,0,7062.9
54,Bandung,High End,0,1,0,0,1,1,Debit,126.36,0,6462.3
20,Bandung,Mid End,1,0,0,1,0,0,Debit,76.96,0,7701.2
11,Bandung,High End,0,1,0,0,0,0,Digital Wallet,98.67,0,5561.4
30,Bandung,High End,0,1,0,0,1,0,Pulsa,117.065,0,4929.6
68,Bandung,Mid End,1,1,1,0,0,1,Debit,92.235,0,6546.8
38,Bandung,High End,0,1,1,0,1,1,Pulsa,133.38,0,7109.7
1,Bandung,Mid End,0,0,0,0,0,0,Pulsa,56.94,0,6022.9
63,Bandung,Mid End,1,1,1,0,1,1,Pulsa,76.7,0,7330.7
3,Bandung,Mid End,0,0,1,0,1,1,Pulsa,90.935,0,3580.2
48,Bandung,Low End,0,0,0,0,0,0,Debit,31.655,0,5460.0
66,Bandung,Mid End,0,0,0,1,0,0,Credit,38.285,0,6645.6
68,Bandung,High End,0,1,1,0,0,0,Credit,109.72,0,6558.5
7,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,4647.5
72,Bandung,Mid End,1,1,1,1,1,1,Debit,113.23,0,7790.9
29,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.805,0,3525.6
37,Bandung,High End,0,0,1,1,0,1,Pulsa,117.455,0,4351.1
59,Bandung,Mid End,1,1,0,1,0,0,Digital Wallet,85.15,0,7320.3
60,Bandung,High End,1,0,0,0,0,0,Pulsa,105.235,0,8078.2
27,Bandung,Mid End,0,1,0,1,0,0,Digital Wallet,72.995,0,3972.8
17,Jakarta,Mid End,1,0,1,0,0,0,Digital Wallet,44.72,0,5469.1
58,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.975,0,6405.1
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,24.44,0,6708.0
53,Jakarta,High End,1,1,1,0,0,0,Pulsa,118.04,0,6823.7
35,Jakarta,Low End,0,0,0,0,0,0,Pulsa,33.28,0,3874.0
68,Jakarta,Mid End,0,1,0,1,0,1,Credit,92.04,0,7202.0
47,Jakarta,Low End,0,0,0,0,0,0,Pulsa,33.02,0,4106.7
65,Jakarta,High End,0,1,1,0,1,1,Debit,141.44,0,6792.5
9,Jakarta,High End,0,0,0,0,0,0,Pulsa,99.905,0,6284.2
8,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.325,0,3448.9
14,Jakarta,Low End,0,0,0,0,0,0,Credit,32.24,0,5885.1
45,Jakarta,High End,1,1,1,1,1,1,Pulsa,150.345,0,5166.2
8,Jakarta,High End,0,0,0,0,0,0,Credit,96.98,0,2784.6
66,Jakarta,High End,1,1,1,0,1,1,Debit,134.095,0,6061.9
72,Jakarta,Mid End,1,1,1,1,0,0,Credit,93.73,0,6055.4
23,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,32.63,0,2947.1
4,Jakarta,High End,1,0,0,0,0,0,Pulsa,104.195,0,3693.3
6,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,33.02,0,3746.6
67,Jakarta,High End,1,1,1,1,0,1,Credit,137.02,0,7413.9
7,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,59.475,0,4912.7
56,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,31.785,0,7309.9
72,Jakarta,Low End,0,0,0,0,0,0,Credit,32.5,0,7963.8
72,Jakarta,Mid End,1,1,1,0,1,1,Pulsa,110.825,0,8157.5
23,Jakarta,Low End,0,0,0,0,0,0,Credit,25.48,0,6002.1
35,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,65.195,0,7642.7
27,Jakarta,High End,0,0,0,0,0,0,Pulsa,91.715,0,3294.2
12,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,34.32,0,4260.1
40,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.195,0,5089.5
7,Jakarta,Mid End,1,1,1,0,1,1,Digital Wallet,76.505,0,4331.6
70,Jakarta,High End,1,1,0,0,1,0,Credit,126.815,0,5916.3
60,Jakarta,Low End,0,0,0,0,0,0,Credit,25.545,0,8209.5
39,Jakarta,Mid End,0,0,0,0,0,0,Credit,32.825,0,5536.7
72,Jakarta,High End,1,1,1,1,1,1,Credit,148.785,0,8156.2
54,Jakarta,Mid End,0,1,0,1,1,0,Pulsa,91.91,0,6858.8
63,Jakarta,Mid End,1,1,1,1,1,0,Credit,98.215,0,6013.8
71,Jakarta,High End,0,1,0,1,0,0,Pulsa,110.24,0,7737.6
42,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,7742.8
47,Jakarta,Low End,0,0,0,0,0,0,Debit,26.585,0,5644.6
11,Jakarta,Mid End,0,1,0,1,0,0,Pulsa,46.345,0,6481.8
55,Jakarta,High End,0,1,1,1,0,0,Pulsa,117.585,0,6682.0
69,Jakarta,High End,0,1,1,1,1,0,Credit,126.945,0,7421.7
3,Jakarta,High End,0,0,1,0,0,0,Pulsa,96.005,0,3728.4
30,Jakarta,Mid End,0,0,1,1,1,0,Credit,89.83,0,4439.5
5,Jakarta,High End,0,0,1,1,0,0,Pulsa,107.575,0,6849.7
71,Jakarta,Low End,0,0,0,0,0,0,Credit,31.72,0,5735.6
29,Jakarta,Mid End,0,1,0,0,0,0,Pulsa,71.825,0,7125.3
52,Jakarta,Mid End,0,1,0,1,0,0,Debit,79.755,0,6147.7
68,Jakarta,Mid End,1,1,1,0,0,1,Credit,99.775,0,7013.5
46,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.22,0,3016.0
8,Jakarta,Mid End,0,0,0,0,0,1,Credit,71.175,0,6912.1
72,Jakarta,Low End,0,0,0,0,0,0,Credit,25.61,0,8366.8
17,Jakarta,Low End,0,0,0,0,0,0,Debit,25.87,0,2720.9
3,Jakarta,High End,0,1,1,1,1,1,Pulsa,140.335,0,7348.9
2,Jakarta,High End,0,1,0,0,1,0,Debit,108.94,0,3750.5
51,Jakarta,Mid End,0,1,1,0,1,1,Credit,73.32,0,5694.0
6,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.13,0,7636.2
3,Jakarta,High End,0,0,0,0,1,1,Pulsa,123.37,0,3029.0
17,Jakarta,High End,0,0,0,0,1,1,Pulsa,122.46,0,5752.5
30,Jakarta,Mid End,0,0,0,0,0,0,Pulsa,64.87,0,4825.6
31,Jakarta,Mid End,0,1,0,1,1,0,Pulsa,92.365,0,5775.9
45,Jakarta,Mid End,1,0,1,1,1,1,Debit,106.145,0,7718.1
64,Jakarta,High End,1,1,1,0,0,0,Debit,116.285,0,7174.7
61,Jakarta,High End,0,1,0,0,1,1,Pulsa,128.7,0,6730.1
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,24.765,0,6862.7
72,Jakarta,High End,1,1,1,1,1,1,Debit,148.785,0,6110.0
7,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,57.525,0,6518.2
66,Jakarta,High End,0,1,1,1,0,0,Debit,117.715,0,6445.4
40,Jakarta,Low End,0,0,0,0,0,0,Debit,26.52,0,7693.4
16,Jakarta,Mid End,0,1,1,0,0,1,Debit,92.82,0,4368.0
67,Jakarta,Low End,0,0,0,0,0,0,Credit,32.305,0,6282.9
41,Jakarta,High End,1,1,1,0,1,1,Debit,135.785,0,3534.7
56,Jakarta,Low End,0,0,0,0,0,0,Credit,25.74,0,6085.3
72,Jakarta,High End,1,1,1,1,1,1,Debit,151.385,0,7237.1
54,Jakarta,Low End,0,0,0,0,0,0,Credit,26.065,0,5475.6
52,Jakarta,High End,0,1,1,1,1,1,Pulsa,143.975,0,6490.9
50,Jakarta,High End,0,0,1,1,0,1,Debit,116.61,0,6897.8
27,Jakarta,Mid End,1,0,0,0,0,0,Credit,63.31,0,4628.0
72,Jakarta,High End,1,1,1,1,0,0,Debit,125.58,0,6698.9
62,Jakarta,Mid End,1,1,0,0,1,1,Credit,96.59,0,7766.2
12,Jakarta,Mid End,0,1,0,1,0,0,Pulsa,70.59,0,5010.2
44,Jakarta,Mid End,0,0,1,1,1,1,Debit,97.305,0,4228.9
54,Jakarta,High End,0,1,0,1,0,0,Debit,103.935,0,5703.1
68,Jakarta,Low End,0,0,0,0,0,0,Debit,26.065,0,7462.0
20,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.22,0,6445.4
50,Jakarta,Mid End,0,0,1,0,0,0,Debit,71.37,0,5618.6
58,Jakarta,Low End,0,0,0,0,0,0,Credit,31.785,0,8437.0
35,Jakarta,High End,0,1,0,0,1,0,Debit,116.545,0,3408.6
2,Jakarta,Mid End,0,0,0,0,0,0,Pulsa,59.02,0,6453.2
63,Jakarta,Mid End,1,0,1,1,0,1,Digital Wallet,98.41,0,6646.9
58,Jakarta,High End,1,1,1,0,1,1,Credit,143.845,0,6189.3
27,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.715,0,2949.7
71,Jakarta,High End,1,1,1,1,1,1,Credit,149.695,0,5387.2
63,Jakarta,Mid End,0,0,1,0,0,1,Credit,76.115,0,8205.6
71,Jakarta,High End,0,1,1,0,0,1,Debit,121.225,0,7845.5
68,Jakarta,Low End,0,0,0,0,0,0,Debit,25.155,0,8193.9
1,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,63.375,0,6588.4
65,Jakarta,High End,1,0,1,1,1,1,Pulsa,141.765,0,7399.6
72,Jakarta,Low End,0,0,0,0,0,0,Debit,32.5,0,5271.5
28,Jakarta,Mid End,0,0,0,1,0,0,Credit,71.37,0,3750.5
72,Jakarta,Low End,0,0,0,0,0,0,Credit,32.175,0,5440.5
2,Jakarta,High End,1,1,0,0,1,0,Pulsa,118.495,0,3491.8
60,Jakarta,High End,0,1,1,0,1,1,Pulsa,135.655,0,5252.0
26,Jakarta,Mid End,0,0,0,1,0,1,Pulsa,85.865,0,4192.5
68,Jakarta,Mid End,1,1,1,1,1,1,Credit,119.86,0,5786.3
42,Jakarta,High End,1,0,1,0,1,1,Debit,136.76,0,7244.9
57,Jakarta,Low End,0,0,0,0,0,0,Debit,25.48,0,7883.2
54,Jakarta,Mid End,0,1,0,0,0,0,Pulsa,39.52,0,6211.4
44,Jakarta,Mid End,1,1,1,0,0,0,Digital Wallet,79.95,0,2676.7
42,Jakarta,Mid End,1,1,0,0,1,0,Debit,90.22,0,6111.3
72,Jakarta,Low End,0,0,0,0,0,0,Debit,32.175,0,8101.6
71,Jakarta,Mid End,1,1,1,1,1,1,Digital Wallet,118.365,0,6037.2
23,Jakarta,Mid End,0,0,0,1,1,1,Credit,95.745,0,3367.0
30,Jakarta,Low End,0,0,0,0,0,0,Credit,25.22,0,5181.8
35,Jakarta,Low End,0,0,0,0,0,0,Debit,34.06,0,5744.7
1,Jakarta,Mid End,0,0,0,0,0,0,Debit,57.005,0,7686.9
22,Jakarta,High End,0,0,0,0,0,0,Digital Wallet,90.61,0,6289.4
7,Jakarta,Mid End,1,1,1,0,0,0,Digital Wallet,50.115,0,4348.5
36,Jakarta,Mid End,1,1,1,1,0,1,Digital Wallet,69.03,0,3576.3
34,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,6628.7
72,Jakarta,Mid End,1,1,1,0,0,0,Credit,83.785,0,8229.0
36,Jakarta,Low End,0,0,0,0,0,0,Credit,32.63,0,3952.0
71,Jakarta,High End,1,1,1,1,0,0,Credit,123.695,0,7341.1
23,Jakarta,High End,0,0,1,0,0,0,Digital Wallet,103.155,0,4625.4
17,Jakarta,High End,0,0,1,0,1,1,Debit,125.645,0,6796.4
1,Bandung,Mid End,0,0,1,1,1,1,Pulsa,98.15,0,3840.2
12,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.61,0,6635.2
72,Bandung,Low End,0,0,0,0,0,0,Credit,26.65,0,8192.6
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,24.96,0,6017.7
72,Bandung,High End,0,1,0,0,1,1,Debit,127.855,0,7956.0
60,Bandung,High End,0,0,0,0,0,0,Debit,96.655,0,6630.0
61,Bandung,Mid End,0,1,1,1,1,0,Credit,66.755,0,5406.7
6,Bandung,Mid End,0,0,0,0,0,0,Digital Wallet,59.345,0,5495.1
72,Bandung,Low End,0,0,0,0,0,0,Debit,26.39,0,6844.5
32,Bandung,Mid End,0,1,0,0,0,0,Pulsa,70.46,0,5790.2
65,Bandung,High End,0,1,0,0,0,1,Pulsa,117.845,0,8265.4
45,Bandung,Mid End,1,0,0,0,1,1,Debit,66.17,0,5118.1
42,Bandung,Low End,0,0,0,0,0,0,Pulsa,32.565,0,4882.8
8,Bandung,High End,0,0,0,0,0,0,Pulsa,97.305,0,7168.2
32,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.65,0,4048.2
22,Bandung,Mid End,1,1,0,1,0,0,Digital Wallet,82.615,0,2776.8
1,Bandung,Mid End,1,0,0,0,0,0,Pulsa,62.335,0,6619.6
1,Bandung,Mid End,0,0,0,0,0,0,Pulsa,58.5,0,7369.7
54,Bandung,High End,0,1,0,0,0,1,Pulsa,117.065,0,6801.6
4,Bandung,Low End,0,0,0,0,0,0,Credit,32.89,0,4950.4
56,Bandung,Low End,0,0,0,0,0,0,Pulsa,31.59,0,6567.6
45,Bandung,Mid End,1,0,1,0,1,1,Pulsa,98.735,0,2840.5
71,Bandung,Low End,0,0,0,0,0,0,Credit,25.61,0,7697.3
59,Bandung,Mid End,1,1,1,0,1,0,Credit,86.32,0,8361.6
69,Bandung,Mid End,0,1,1,0,0,0,Debit,46.475,0,5255.9
19,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,24.44,0,3790.8
55,Bandung,Low End,0,0,0,0,0,0,Credit,25.22,0,6975.8
38,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.09,0,6116.5
47,Bandung,Mid End,1,1,1,0,0,0,Credit,87.685,0,5296.2
46,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.13,0,4409.6
65,Bandung,Mid End,1,0,1,1,0,0,Credit,76.57,0,7354.1
71,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.285,0,7146.1
52,Bandung,Mid End,0,1,1,1,1,0,Pulsa,65.65,0,6740.5
6,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,32.63,0,6709.3
26,Bandung,Mid End,0,0,1,0,0,1,Digital Wallet,78.91,0,3252.6
48,Bandung,High End,0,1,0,0,1,1,Pulsa,128.7,0,3979.3
64,Bandung,High End,1,0,0,1,1,1,Debit,135.72,0,6672.9
1,Bandung,Mid End,0,0,0,0,0,0,Debit,57.265,0,7702.5
72,Bandung,Low End,0,0,0,0,0,0,Credit,31.33,0,5543.2
1,Bandung,Mid End,0,0,0,0,0,0,Digital Wallet,59.215,0,4124.9
51,Bandung,High End,1,1,0,0,0,1,Pulsa,121.94,0,7094.1
41,Bandung,Low End,0,0,0,0,0,0,Debit,25.61,0,3772.6
72,Bandung,Mid End,1,1,1,0,1,0,Credit,91.845,0,6728.8
43,Bandung,Mid End,1,1,0,1,1,1,Credit,112.385,0,4043.0
72,Bandung,High End,1,1,1,1,1,1,Credit,148.33,0,6454.5
47,Bandung,High End,0,0,0,0,1,1,Credit,123.76,0,6470.1
72,Bandung,Mid End,1,1,1,1,1,1,Credit,115.115,0,8408.4
3,Bandung,Low End,0,0,0,0,0,0,Credit,26.975,0,3127.8
26,Bandung,Mid End,1,1,0,0,0,1,Debit,58.045,0,5865.6
29,Bandung,Mid End,1,0,0,0,0,1,Digital Wallet,78.26,0,7172.1
27,Bandung,Mid End,1,1,0,0,0,0,Debit,72.085,0,4700.8
24,Bandung,Mid End,1,1,0,1,0,1,Credit,91.39,0,4366.7
67,Bandung,Mid End,1,0,1,1,0,0,Debit,78.52,0,6962.8
23,Bandung,Mid End,0,1,1,0,0,0,Debit,72.54,0,3248.7
14,Bandung,Mid End,0,1,0,0,0,0,Digital Wallet,40.43,0,4482.4
4,Bandung,Mid End,0,1,0,0,1,1,Credit,66.235,0,2735.2
16,Bandung,Mid End,1,1,0,0,0,1,Pulsa,89.83,0,6723.6
46,Bandung,Mid End,0,0,0,0,1,1,Pulsa,57.135,0,6263.4
68,Bandung,Mid End,1,1,0,1,1,1,Debit,112.45,0,5564.0
38,Bandung,Mid End,1,1,1,1,0,0,Pulsa,90.935,0,7615.4
17,Bandung,High End,0,1,1,0,0,1,Credit,118.235,0,7393.1
4,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.87,0,3051.1
12,Bandung,Low End,0,0,0,0,0,0,Pulsa,26.195,0,6016.4
72,Bandung,Mid End,1,1,1,1,1,1,Credit,117.78,0,5886.4
3,Bandung,High End,0,0,0,0,1,1,Pulsa,119.6,0,5648.5
41,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,32.305,0,4015.7
40,Bandung,Mid End,0,1,0,1,0,0,Credit,46.8,0,6919.9
7,Bandung,Mid End,1,1,0,1,1,1,Pulsa,102.05,0,4681.3
69,Bandung,Low End,0,0,0,0,0,0,Credit,25.935,0,5626.4
7,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,3736.2
5,Bandung,Mid End,0,1,0,0,0,0,Pulsa,39.65,0,7764.9
72,Bandung,High End,1,1,1,1,1,0,Credit,137.93,0,6689.8
44,Bandung,Low End,0,0,0,0,0,0,Debit,26.65,0,4020.9
65,Bandung,High End,0,1,1,0,1,0,Pulsa,124.15,0,7998.9
3,Bandung,Mid End,0,0,0,1,1,0,Pulsa,83.98,0,6860.1
24,Bandung,Mid End,0,0,0,1,0,0,Credit,66.43,0,3269.5
72,Bandung,Mid End,1,1,1,1,1,1,Credit,115.83,0,6015.1
24,Bandung,Mid End,1,0,0,1,0,0,Pulsa,71.435,0,4429.1
22,Bandung,Low End,0,0,0,0,0,0,Debit,26.585,0,4845.1
70,Bandung,Mid End,0,1,1,1,1,1,Credit,111.735,0,8260.2
25,Bandung,Mid End,0,0,0,0,1,0,Pulsa,78.455,0,4149.6
37,Bandung,Low End,0,0,0,0,0,0,Debit,25.74,0,3568.5
22,Bandung,High End,0,0,0,0,1,0,Debit,110.955,0,3452.8
59,Bandung,Mid End,0,0,1,1,1,0,Debit,93.73,0,8092.5
1,Bandung,High End,0,0,0,0,0,1,Pulsa,105.365,0,5714.8
3,Bandung,Low End,0,0,0,0,0,0,Pulsa,26.65,0,6884.8
53,Bandung,High End,0,1,1,1,1,1,Debit,145.34,0,7426.9
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.26,0,4661.8
20,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.61,0,3718.0
51,Bandung,Low End,0,0,0,0,0,0,Debit,25.805,0,6615.7
